t,hb,pedal,resistance,hb_bpm
1551320610.0489507,8,0,0.26,26.79
1551320611.0333242,3,0,0.26,133.33
1551320612.0176635,2,0,0.26,131.87
1551320613.0020769,4,0,0.26,235.29
1551320614.0021162,0,1,0.26,235.29
1551320615.097299,1,1,0.26,27.65
1551320616.1128914,2,1,0.26,136.36
1551320617.112893,0,1,0.26,136.36
1551320618.0973039,1,1,0.26,27.59
1551320619.0972707,2,1,0.26,139.53
1551320620.0660603,2,1,0.26,141.18
1551320621.0816488,3,1,0.26,141.18
1551320622.0348125,2,0,0.26,142.86
1551320623.1285625,1,1,0.27,144.58
1551320624.1285665,1,1,0.26,47.24
1551320625.0816548,1,1,0.27,47.24
1551320626.0660663,2,1,0.27,144.58
1551320627.0973177,0,1,0.26,144.58
1551320628.1129436,1,1,0.27,28.92
1551320629.0973213,0,1,0.27,28.92
1551320630.114481,0,1,0.26,28.92
1551320631.114482,1,0,0.26,24.29
1551320632.145735,0,1,0.26,24.29
1551320633.1457403,2,1,0.27,144.58
1551320634.1144845,3,1,0.26,141.18
1551320635.145738,2,1,0.26,142.86
1551320636.208219,1,1,0.26,142.86
1551320637.1926162,2,1,0.26,141.18
1551320638.1613657,2,0,0.26,142.86
1551320639.145744,2,1,0.26,139.53
1551320640.2394798,1,1,0.27,141.18
1551320641.2238746,0,1,0.26,141.18
1551320642.2238727,3,1,0.26,141.18
1551320643.1926284,2,1,0.26,137.93
1551320644.2394657,2,1,0.26,141.18
1551320645.1627867,2,0,0.26,141.18
1551320646.2721622,0,1,0.26,141.18
1551320647.2408776,2,1,0.26,146.34
1551320648.240914,2,1,0.26,144.58
1551320649.22529,3,1,0.26,146.34
1551320650.2096694,2,1,0.26,144.58
1551320651.2877939,2,1,0.27,141.18
1551320652.2877889,1,0,0.26,146.34
1551320653.2721746,1,1,0.26,47.43
1551320654.240887,0,1,0.26,47.43
1551320655.2253008,1,1,0.26,28.71
1551320656.2328794,2,1,0.26,144.58
1551320657.295381,3,1,0.26,146.34
1551320658.2797604,2,1,0.26,150.0
1551320659.266468,3,1,0.26,146.34
1551320660.2573621,2,1,0.27,142.86
1551320661.3510993,2,1,0.26,146.34
1551320662.3511038,4,1,0.26,146.34
1551320663.31985,2,1,0.26,142.86
1551320664.319853,3,0,0.26,144.58
1551320665.2886112,1,1,0.27,141.18
1551320666.3510706,1,1,0.26,36.14
1551320667.3042321,2,1,0.26,144.58
1551320668.2886088,2,1,0.27,144.58
1551320669.382377,0,1,0.26,144.58
1551320670.3369622,2,1,0.26,148.15
1551320671.3369637,5,1,0.26,146.34
1551320672.3056633,0,1,0.27,146.34
1551320673.3056655,1,1,0.26,29.27
1551320674.3838265,2,1,0.26,148.15
1551320675.3682063,3,1,0.26,146.34
1551320676.3213341,0,1,0.26,146.34
1551320677.399459,3,1,0.26,266.67
1551320678.352585,2,1,0.26,146.34
1551320679.3525887,3,0,0.26,144.58
1551320680.4321258,2,1,0.27,144.58
1551320681.4008777,2,1,0.27,144.58
1551320682.4008985,3,1,0.27,144.58
1551320683.354009,2,1,0.26,144.58
1551320684.3696342,0,1,0.26,144.58
1551320685.478976,3,1,0.26,255.32
1551320686.447777,3,1,0.26,146.34
1551320687.432137,2,1,0.26,144.58
1551320688.4321399,2,1,0.26,146.34
1551320689.4321434,3,1,0.27,144.58
1551320690.4491997,0,0,0.26,144.58
1551320691.4648256,1,1,0.26,29.27
1551320692.4492033,2,1,0.26,144.58
1551320693.4647932,3,1,0.26,144.58
1551320694.4648297,2,1,0.26,146.34
1551320695.464836,3,1,0.26,144.58
1551320696.4648328,2,1,0.27,142.86
1551320697.449214,2,1,0.26,141.18
1551320698.4804654,3,1,0.26,142.86
1551320699.4804647,2,0,0.27,142.86
1551320700.4974856,2,1,0.27,141.18
1551320701.5131176,3,1,0.26,141.18
1551320702.51308,2,1,0.27,141.18
1551320703.4818306,2,1,0.26,144.58
1551320704.4974945,1,1,0.27,71.43
1551320705.6224935,0,1,0.26,71.43
1551320706.528747,1,0,0.26,35.82
1551320707.5756092,4,1,0.27,41.52
1551320708.481872,5,1,0.26,144.58
1551320709.513126,3,1,0.26,142.86
1551320710.5770314,2,1,0.26,148.15
1551320711.4989088,3,1,0.26,146.34
1551320712.4989119,2,1,0.26,146.34
1551320713.5457902,0,0,0.27,146.34
1551320714.5301602,2,1,0.26,146.34
1551320715.514536,3,1,0.26,144.58
1551320716.5301805,2,1,0.26,146.34
1551320717.530129,0,1,0.26,146.34
1551320718.5614185,1,1,0.26,29.34
1551320719.5614185,3,0,0.26,144.58
1551320720.5941033,3,1,0.26,146.34
1551320721.6253164,2,1,0.27,146.34
1551320722.640978,2,1,0.26,148.15
1551320723.6721957,0,1,0.26,148.15
1551320724.5784843,3,1,0.27,146.34
1551320725.594119,1,1,0.26,146.34
1551320726.5940735,2,0,0.26,144.58
1551320727.6409888,0,1,0.26,144.58
1551320728.703452,0,1,0.27,144.58
1551320729.594115,4,1,0.26,142.86
1551320730.6267803,2,1,0.26,144.58
1551320731.6267784,3,1,0.26,144.58
1551320732.642407,2,1,0.26,144.58
1551320733.642369,2,0,0.27,142.86
1551320734.6580746,3,1,0.26,141.18
1551320735.6736221,2,1,0.26,141.18
1551320736.6580338,3,1,0.26,139.53
1551320737.6892853,0,0,0.26,139.53
1551320738.704915,0,1,0.27,139.53
1551320739.6892917,1,1,0.27,20.13
1551320740.7361653,2,1,0.27,139.53
1551320741.6580741,2,1,0.26,137.93
1551320742.673631,3,1,0.26,142.86
1551320743.7205458,2,0,0.26,141.18
1551320744.7674224,2,1,0.26,142.86
1551320745.6892984,3,1,0.26,146.34
1551320746.7049227,2,1,0.26,144.58
1551320747.7593348,3,1,0.26,144.58
1551320748.7905846,2,1,0.27,148.15
1551320749.7280483,1,1,0.27,150.0
1551320750.7749581,0,0,0.26,150.0
1551320751.7138283,1,1,0.26,21.2
1551320752.745075,12,1,0.26,21.2
1551320753.7763293,0,1,0.26,21.2
1551320754.8232062,3,1,0.26,137.93
1551320755.7919576,2,1,0.26,139.53
1551320756.7607093,2,0,0.26,139.53
1551320757.745087,3,1,0.26,141.18
1551320758.8232098,2,1,0.26,141.18
1551320759.7919655,2,1,0.26,144.58
1551320760.776341,3,1,0.26,144.58
1551320761.7763052,2,1,0.27,141.18
1551320762.745056,3,0,0.26,144.58
1551320763.8544676,4,1,0.26,144.58
1551320764.824644,4,1,0.26,300.0
1551320765.8090193,0,1,0.26,300.0
1551320766.7933614,1,1,0.26,25.59
1551320767.777777,3,1,0.26,142.86
1551320768.7777798,2,0,0.26,142.86
1551320769.855906,2,1,0.26,141.18
1551320770.8402424,3,1,0.26,144.58
1551320771.8559043,2,1,0.26,142.86
1551320772.8246553,3,1,0.26,144.58
1551320773.8246572,5,1,0.26,142.86
1551320774.9184265,2,0,0.27,142.86
1551320775.8715687,1,1,0.27,35.29
1551320776.8715668,2,1,0.27,144.58
1551320777.871503,1,1,0.26,144.58
1551320778.8402896,2,1,0.26,148.15
1551320779.8416574,4,1,0.26,279.07
1551320780.9041572,1,0,0.27,279.07
1551320781.904163,0,1,0.26,279.07
1551320782.8729098,1,1,0.26,20.3
1551320783.8729148,2,1,0.26,139.53
1551320784.966664,2,0,0.26,134.83
1551320785.935419,2,1,0.26,137.93
1551320787.0291696,0,1,0.26,137.93
1551320787.9197986,2,1,0.26,146.34
1551320788.9041743,3,1,0.26,144.58
1551320789.9822986,2,1,0.26,144.58
1551320790.9823017,3,0,0.26,146.34
1551320791.9666858,2,1,0.27,146.34
1551320792.9510522,3,1,0.27,144.58
1551320793.9198043,2,1,0.26,146.34
1551320795.013558,2,1,0.26,144.58
1551320796.0135622,3,1,0.26,150.0
1551320796.9822714,2,1,0.27,146.34
1551320797.9666817,3,0,0.26,144.58
1551320798.951062,2,1,0.26,146.34
1551320799.9368618,3,1,0.27,146.34
1551320801.0461988,2,1,0.26,144.58
1551320802.0306273,2,1,0.26,142.86
1551320803.0305774,3,1,0.27,142.86
1551320803.9837387,2,1,0.26,139.53
1551320804.9837048,3,1,0.26,144.58
1551320805.9681215,1,0,0.27,71.01
1551320807.046244,2,1,0.27,146.34
1551320808.1399972,3,1,0.26,144.58
1551320809.0306225,2,1,0.26,144.58
1551320809.9993727,3,1,0.27,142.86
1551320810.9993806,2,1,0.26,142.86
1551320812.0775023,2,1,0.27,141.18
1551320813.0775058,3,0,0.27,139.53
1551320814.046253,0,1,0.26,139.53
1551320815.0306306,2,1,0.26,142.86
1551320816.1243806,3,1,0.27,141.18
1551320817.0149739,2,1,0.27,141.18
1551320818.1243494,2,1,0.27,141.18
1551320819.1243865,3,0,0.26,141.18
1551320820.0945628,2,1,0.25,144.58
1551320821.1102254,2,1,0.26,141.18
1551320822.0789785,0,1,0.26,141.18
1551320823.0789852,2,1,0.27,141.18
1551320824.063319,3,0,0.26,139.53
1551320825.0789988,2,1,0.26,141.18
1551320826.0789464,2,1,0.26,137.93
1551320827.094614,3,1,0.26,137.93
1551320828.188364,2,1,0.26,141.18
1551320829.15715,2,1,0.26,139.53
1551320830.1741064,3,1,0.26,141.18
1551320831.1741467,2,0,0.26,139.53
1551320832.158518,2,1,0.26,141.18
1551320833.1585217,3,1,0.27,139.53
1551320834.1272733,2,1,0.26,142.86
1551320835.142867,2,1,0.26,137.93
1551320836.1429036,3,0,0.27,142.86
1551320837.158527,2,1,0.26,141.18
1551320838.1585305,3,1,0.27,141.18
1551320839.174185,2,1,0.26,142.86
1551320840.2007356,2,1,0.26,139.53
1551320841.2007735,1,0,0.26,141.18
1551320842.2164207,0,1,0.26,141.18
1551320843.200736,7,1,0.26,250.0
1551320844.2491174,3,1,0.27,139.53
1551320845.2389026,2,1,0.27,137.93
1551320846.254531,2,1,0.26,139.53
1551320847.2545333,3,0,0.26,141.18
1551320848.1919956,2,1,0.27,141.18
1551320849.17641,2,1,0.26,142.86
1551320850.207653,3,1,0.27,142.86
1551320851.2388747,2,1,0.26,141.18
1551320852.2701268,3,0,0.26,142.86
1551320853.2701662,1,1,0.26,142.86
1551320854.3170414,2,1,0.26,146.34
1551320855.209071,3,1,0.27,144.58
1551320856.3341148,3,1,0.26,103.45
1551320857.2246995,3,1,0.26,142.86
1551320858.255982,1,1,0.27,70.59
1551320859.2403293,0,0,0.27,70.59
1551320860.255952,3,1,0.27,141.18
1551320861.2715554,2,1,0.26,139.53
1551320862.3028328,2,1,0.26,142.86
1551320863.3184662,3,1,0.26,142.86
1551320864.3184566,2,1,0.26,142.86
1551320865.255963,3,1,0.26,144.58
1551320866.2559614,2,0,0.27,146.34
1551320867.3184304,3,1,0.26,146.34
1551320868.3340926,2,1,0.26,148.15
1551320869.3653054,2,1,0.27,146.34
1551320870.3980296,2,1,0.26,146.34
1551320871.3042464,0,1,0.26,146.34
1551320872.351124,0,1,0.26,146.34
1551320873.3823965,1,0,0.26,20.62
1551320874.382377,0,1,0.26,20.62
1551320875.3980086,5,1,0.27,137.93
1551320876.304257,2,1,0.26,139.53
1551320877.319883,2,1,0.26,70.59
1551320878.351137,1,1,0.27,71.01
1551320879.3823488,0,0,0.26,71.01
1551320880.4136539,1,1,0.26,28.85
1551320881.4448886,2,1,0.26,146.34
1551320882.3511434,3,1,0.27,146.34
1551320883.4136693,2,1,0.26,142.86
1551320884.4292693,2,0,0.26,146.34
1551320885.3837993,2,1,0.26,142.86
1551320886.3994231,1,1,0.26,47.62
1551320887.4462645,2,1,0.26,70.59
1551320888.3838034,1,1,0.26,71.01
1551320889.43068,2,1,0.26,141.18
1551320890.493184,3,0,0.26,142.86
1551320891.4150918,2,1,0.26,139.53
1551320892.4463072,3,1,0.26,144.58
1551320893.4150627,4,1,0.27,176.47
1551320894.477525,2,1,0.26,146.34
1551320895.4946039,5,1,0.26,150.0
1551320896.4164767,0,1,0.26,150.0
1551320897.4633517,8,0,0.26,34.99
1551320898.5102336,3,1,0.26,148.15
1551320899.4476957,3,1,0.26,151.9
1551320900.4946053,2,1,0.27,153.85
1551320901.4477332,6,1,0.26,148.15
1551320902.510199,3,1,0.27,148.15
1551320903.5414858,6,1,0.27,266.67
1551320904.5102415,3,1,0.26,144.58
1551320905.5585485,3,1,0.26,142.86
1551320906.4960518,2,0,0.27,144.58
1551320907.5273018,8,1,0.27,144.58
1551320908.5897715,5,1,0.26,142.86
1551320909.5116723,2,1,0.26,144.58
1551320910.5429325,3,1,0.27,148.15
1551320911.589807,2,1,0.26,148.15
1551320912.5272892,3,1,0.26,146.34
1551320913.5429342,2,1,0.26,144.58
1551320914.605402,3,1,0.27,142.86
1551320915.5756738,2,1,0.27,141.18
1551320916.6381497,6,1,0.26,260.87
1551320917.5600557,3,0,0.26,144.58
1551320918.5913057,2,1,0.26,144.58
1551320919.638181,3,1,0.27,146.34
1551320920.5756433,3,1,0.26,144.58
1551320921.6069336,2,1,0.26,144.58
1551320922.5756497,3,1,0.26,148.15
1551320923.5913074,2,1,0.27,146.34
1551320924.653815,3,1,0.26,148.15
1551320925.5913155,2,1,0.27,151.9
1551320926.6850293,3,0,0.26,148.15
1551320927.6069438,2,1,0.26,150.0
1551320928.638193,3,1,0.26,146.34
1551320929.700698,2,1,0.26,142.86
1551320930.6381958,2,1,0.27,144.58
1551320931.6850755,0,1,0.26,144.58
1551320932.6381962,1,1,0.26,28.57
1551320933.6226134,3,1,0.26,144.58
1551320934.6694522,3,1,0.27,142.86
1551320935.606951,3,1,0.26,142.86
1551320936.6850832,2,0,0.26,142.86
1551320937.653831,3,1,0.27,146.34
1551320938.6382108,2,1,0.26,144.58
1551320939.7333765,1,1,0.27,144.58
1551320940.717786,15,1,0.27,73.62
1551320941.6865566,2,1,0.26,142.86
1551320942.6396585,3,1,0.27,144.58
1551320943.7021697,2,1,0.26,146.34
1551320944.6709192,3,0,0.26,148.15
1551320945.7646334,2,1,0.26,150.0
1551320946.7177966,3,1,0.27,150.0
1551320947.6709213,2,1,0.26,150.0
1551320948.7333872,3,1,0.26,150.0
1551320949.7177637,2,1,0.26,150.0
1551320950.7334292,3,1,0.26,151.9
1551320951.6865563,2,1,0.27,148.15
1551320952.7646835,3,1,0.26,148.15
1551320953.7178051,2,0,0.26,146.34
1551320954.7959328,3,1,0.27,146.34
1551320955.764687,2,1,0.26,150.0
1551320956.7178102,3,1,0.27,146.34
1551320957.7646885,2,1,0.26,150.0
1551320958.7490468,3,1,0.27,148.15
1551320959.7334292,2,1,0.27,146.34
1551320960.827174,2,1,0.26,142.86
1551320961.7646575,5,1,0.27,272.73
1551320962.7602935,2,0,0.27,142.86
1551320963.8593552,3,1,0.26,144.58
1551320964.7970757,2,1,0.26,148.15
1551320965.8112597,3,1,0.26,151.9
1551320966.8076484,2,1,0.26,148.15
1551320967.7858033,4,1,0.26,230.77
1551320968.9185605,2,1,0.26,146.34
1551320969.887615,3,1,0.26,148.15
1551320970.819181,2,0,0.26,144.58
1551320971.811237,3,1,0.27,146.34
1551320972.910299,1,1,0.26,146.34
1551320974.0013618,2,1,0.26,150.0
1551320974.8724105,3,1,0.26,150.0
1551320975.8654675,2,1,0.26,148.15
1551320976.8865247,3,1,0.26,148.15
1551320977.9555852,2,1,0.27,148.15
1551320978.8276722,3,1,0.27,151.9
1551320979.9217103,2,1,0.26,150.0
1551320980.9217918,4,0,0.26,150.0
1551320981.8678076,3,1,0.26,151.9
1551320982.936868,2,1,0.26,150.0
1551320983.8989232,3,1,0.26,150.0
1551320984.9549828,2,1,0.26,150.0
1551320985.929039,3,1,0.26,151.9
1551320986.9570968,2,1,0.26,151.9
1551320987.9301906,3,1,0.27,150.0
1551320988.9452105,2,1,0.26,150.0
1551320989.9922695,3,1,0.26,148.15
1551320990.9343233,2,0,0.26,150.0
1551320991.9069078,3,1,0.26,150.0
1551320992.9379866,2,1,0.27,146.34
1551320993.92904,3,1,0.26,146.34
1551320994.9691389,4,1,0.27,300.0
1551320996.004159,3,1,0.27,146.34
1551320996.944212,2,1,0.27,148.15
1551320997.9852705,3,1,0.26,148.15
1551320998.9763806,2,1,0.26,148.15
1551320999.9874182,3,0,0.26,150.0
1551321000.9544914,2,1,0.27,148.15
1551321001.9695325,5,1,0.26,150.0
1551321003.0085948,2,1,0.27,150.0
1551321003.9506106,3,1,0.26,151.9
1551321005.0086696,2,1,0.26,150.0
1551321006.0727303,0,1,0.26,150.0
1551321007.0117836,0,1,0.26,150.0
1551321007.970886,13,1,0.26,146.34
1551321009.025898,2,1,0.26,144.58
1551321010.0669575,1,0,0.26,71.43
1551321011.07103,1,1,0.26,148.15
1551321012.0140681,1,1,0.26,48.98
1551321013.066128,3,1,0.26,148.15
1551321014.0061815,1,1,0.26,150.0
1551321015.069241,3,1,0.26,150.0
1551321016.023296,1,1,0.23,150.0
1551321017.0633864,2,1,0.22,148.15
1551321018.1214156,3,1,0.22,144.58
1551321019.058468,3,1,0.22,142.86
1551321020.1025875,2,1,0.22,144.58
1551321021.04761,3,1,0.22,260.87
1551321022.1106412,3,0,0.22,146.34
1551321023.051695,2,1,0.2,146.34
1551321024.0587673,3,1,0.22,144.58
1551321025.0988116,2,1,0.22,144.58
1551321026.1169236,3,1,0.22,146.34
1551321027.069985,2,1,0.22,150.0
1551321028.1009927,3,1,0.22,148.15
1551321029.1520414,2,1,0.22,150.0
1551321030.1770995,3,1,0.22,150.0
1551321031.1201546,2,1,0.22,150.0
1551321032.146291,3,1,0.22,150.0
1551321033.1873093,3,1,0.22,300.0
1551321034.121363,3,1,0.22,150.0
1551321035.1614184,2,0,0.22,148.15
1551321036.1864414,3,1,0.22,150.0
1551321037.2345002,2,1,0.22,150.0
1551321038.1565528,3,1,0.22,148.15
1551321039.1366634,3,1,0.22,150.0
1551321040.1927075,6,1,0.22,151.9
1551321041.2257652,2,1,0.22,148.15
1551321042.1647809,3,1,0.22,151.9
1551321043.1848924,5,1,0.22,150.0
1551321044.2408988,4,0,0.22,146.34
1551321045.1659515,2,1,0.22,150.0
1551321046.2120109,3,1,0.22,148.15
1551321047.2381256,2,1,0.22,150.0
1551321048.1771863,6,1,0.22,148.15
1551321049.18618,9,1,0.22,150.0
1551321050.2212899,3,2,0.22,150.0
1551321051.248298,3,1,0.22,176.47
1551321052.2613544,3,2,0.22,151.9
1551321053.2044256,5,1,0.21,210.53
1551321054.2434752,4,1,0.22,150.0
1551321055.288529,1,1,0.22,153.85
1551321056.3056219,0,1,0.22,153.85
1551321057.2476935,2,1,0.21,155.84
1551321058.2896976,3,1,0.2,155.84
1551321059.22675,3,1,0.22,155.84
1551321060.255809,2,1,0.22,153.85
1551321061.311877,1,1,0.22,157.89
1551321062.2439215,0,0,0.22,157.89
1551321063.27698,3,1,0.21,22.26
1551321064.3010378,9,1,0.22,155.84
1551321065.353162,2,1,0.21,155.84
1551321066.292151,2,1,0.22,155.84
1551321067.3122098,3,1,0.21,155.84
1551321068.3632696,3,1,0.22,173.91
1551321069.3003225,3,1,0.21,151.9
1551321070.3254185,2,1,0.22,153.85
1551321071.382478,3,1,0.22,153.85
1551321072.3214943,2,1,0.22,151.9
1551321073.3615532,3,0,0.22,151.9
1551321074.3136072,2,1,0.22,153.85
1551321075.3436656,3,1,0.22,150.0
1551321076.3917253,2,1,0.22,153.85
1551321077.4268363,3,1,0.22,153.85
1551321078.41686,3,1,0.22,153.85
1551321079.3948956,2,1,0.21,150.0
1551321080.3929994,3,1,0.22,151.9
1551321081.4250107,2,1,0.22,148.15
1551321082.430069,3,1,0.22,151.9
1551321083.3521564,2,0,0.22,150.0
1551321084.3802311,3,1,0.21,150.0
1551321085.3842733,2,1,0.22,151.9
1551321086.3822925,3,1,0.22,150.0
1551321087.4723544,2,1,0.22,150.0
1551321088.4264088,3,1,0.22,148.15
1551321089.481469,2,1,0.21,146.34
1551321090.4365237,3,1,0.22,150.0
1551321091.4965835,2,1,0.22,148.15
1551321092.4416373,3,1,0.22,148.15
1551321093.482717,2,1,0.21,148.15
1551321094.4407816,3,0,0.21,148.15
1551321095.5098112,2,1,0.21,144.58
1551321096.4428647,2,1,0.22,148.15
1551321097.5059257,3,1,0.22,146.34
1551321098.458997,2,1,0.22,146.34
1551321099.536042,3,1,0.22,146.34
1551321100.4920945,2,1,0.22,148.15
1551321101.551155,3,1,0.21,148.15
1551321102.5012088,2,1,0.22,146.34
1551321103.4503253,3,1,0.22,146.34
1551321104.4963489,2,0,0.21,144.58
1551321105.5723836,3,1,0.22,144.58
1551321106.5184364,2,1,0.22,142.86
1551321107.5735328,2,1,0.21,146.34
1551321108.5496151,3,1,0.22,148.15
1551321109.5086074,3,1,0.21,148.15
1551321110.5856678,3,1,0.22,148.15
1551321111.5527244,2,1,0.22,150.0
1551321112.5068123,3,1,0.21,148.15
1551321113.5858774,2,1,0.22,146.34
1551321114.532892,3,1,0.22,148.15
1551321115.5929525,2,1,0.22,146.34
1551321116.5540078,3,1,0.22,146.34
1551321117.522062,2,1,0.22,150.0
1551321118.567156,3,1,0.21,150.0
1551321119.6381822,3,1,0.21,151.9
1551321120.5972364,2,1,0.21,150.0
1551321121.576364,0,1,0.22,150.0
1551321122.567348,9,1,0.22,144.58
1551321123.5514045,2,1,0.21,150.0
1551321124.6324668,1,1,0.22,72.73
1551321125.6255226,2,1,0.2,148.15
1551321126.6095786,3,1,0.22,150.0
1551321127.594634,3,1,0.22,150.0
1551321128.5836904,3,1,0.22,148.15
1551321129.5777466,2,1,0.22,148.15
1551321130.7018108,4,0,0.21,260.87
1551321131.6958668,2,1,0.22,146.34
1551321132.6919239,3,1,0.22,146.34
1551321133.6789796,2,0,0.22,142.86
1551321134.641034,3,1,0.22,272.73
1551321135.624091,3,0,0.22,142.86
1551321136.6421485,2,0,0.22,141.18
1551321137.7192168,3,0,0.21,141.18
1551321138.6813245,2,0,0.22,139.53
1551321139.716323,2,0,0.22,137.93
1551321140.6933784,3,0,0.21,137.93
1551321141.715459,2,0,0.22,139.53
1551321142.6594899,2,0,0.22,137.93
1551321143.6995535,3,0,0.22,137.93
1551321144.732609,2,0,0.21,134.83
1551321145.6696966,2,0,0.22,134.83
1551321146.7047565,2,0,0.22,133.33
1551321147.741818,3,0,0.21,130.43
1551321148.7768912,2,0,0.21,129.03
1551321149.7069206,2,1,0.21,123.71
1551321150.7359862,2,0,0.22,120.0
1551321151.7900097,2,1,0.22,123.71
1551321152.7280629,2,1,0.22,120.0
1551321153.7671745,2,1,0.22,122.45
1551321154.7901793,2,0,0.2,122.45
1551321155.7382326,2,1,0.22,123.71
1551321156.8212187,2,0,0.22,122.45
1551321157.797025,2,1,0.22,121.21
1551321158.759981,2,0,0.22,120.0
1551321159.7976134,2,1,0.21,120.0
1551321160.7589302,2,1,0.22,122.45
1551321161.8497744,2,0,0.22,127.66
1551321162.814829,2,1,0.22,126.32
1551321163.7706096,4,2,0.22,127.66
1551321164.8658369,2,1,0.22,129.03
1551321165.8104587,2,1,0.22,130.43
1551321166.8335218,2,1,0.22,127.66
1551321167.8740017,3,1,0.22,169.01
1551321168.7978492,3,1,0.22,130.43
1551321169.8403287,4,1,0.22,134.83
1551321170.8500695,7,1,0.21,260.87
1551321171.8698347,2,2,0.21,137.93
1551321172.8229425,2,1,0.22,141.18
1551321173.8078654,0,1,0.22,141.18
1551321174.8160775,5,1,0.22,166.67
1551321175.8316846,2,1,0.22,68.18
1551321176.831701,6,1,0.22,266.67
1551321177.878539,2,1,0.22,142.86
1551321178.8660889,2,1,0.22,139.53
1551321179.8832564,0,1,0.22,139.53
1551321180.8856857,2,1,0.22,285.71
1551321181.9292831,3,1,0.22,139.53
1551321182.9164493,3,1,0.21,244.9
1551321183.9477057,2,1,0.21,139.53
1551321184.875604,3,1,0.22,137.93
1551321185.8756247,2,2,0.22,137.93
1551321186.8911943,2,1,0.21,136.36
1551321187.938109,3,1,0.21,139.53
1551321188.9256577,4,1,0.22,141.18
1551321189.916536,3,1,0.22,144.58
1551321190.9009497,2,1,0.21,141.18
1551321191.992874,2,1,0.21,142.86
1551321192.9638336,3,1,0.22,139.53
1551321193.9498138,2,1,0.22,142.86
1551321194.9875793,2,1,0.22,144.58
1551321195.9888637,4,1,0.22,142.86
1551321197.0233338,2,1,0.22,148.15
1551321197.9961123,3,1,0.22,142.86
1551321198.9943137,1,1,0.22,146.34
1551321199.978246,0,1,0.22,146.34
1551321200.9667745,2,1,0.2,144.58
1551321201.935266,3,1,0.22,148.15
1551321203.0322335,5,1,0.22,250.0
1551321204.0165815,2,1,0.22,144.58
1551321205.0080779,1,1,0.22,146.34
1551321205.983501,0,1,0.22,146.34
1551321206.979209,3,1,0.21,146.34
1551321208.010498,0,1,0.22,146.34
1551321209.0104654,6,1,0.22,37.04
1551321209.9950655,1,2,0.21,150.0
1551321210.9794636,3,1,0.22,148.15
1551321212.0731633,2,0,0.21,150.0
1551321213.0575647,3,2,0.22,148.15
1551321214.045672,2,1,0.22,148.15
1551321215.032839,5,1,0.22,146.34
1551321216.0202262,2,1,0.22,148.15
1551321217.115319,3,1,0.22,148.15
1551321218.1032338,2,1,0.22,146.34
1551321219.0788221,4,0,0.22,142.86
1551321220.065193,2,1,0.21,144.58
1551321221.0495908,3,1,0.22,142.86
1551321222.1433258,2,1,0.22,142.86
1551321223.23709,2,1,0.22,141.18
1551321224.1157148,5,1,0.22,285.71
1551321225.113288,2,1,0.22,141.18
