t,hb,pedal,resistance
1551147033.0384629,6,1,0.03
1551147034.0228446,6,2,0.03
1551147035.1165555,6,1,0.03
1551147036.10097,6,2,0.03
1551147037.0853455,5,2,0.04
1551147038.071043,5,1,0.03
1551147039.0553963,6,2,0.03
1551147040.149134,6,1,0.04
1551147041.1335096,10,2,0.03
1551147042.117848,5,1,0.03
1551147043.1022654,6,2,0.03
1551147044.0866394,6,1,0.03
1551147045.1803937,6,2,0.03
1551147046.1647296,6,1,0.03
1551147047.14918,5,2,0.03
1551147048.1335227,6,1,0.04
1551147049.1179152,6,2,0.03
1551147050.1022925,6,2,0.04
1551147051.1959865,6,1,0.03
1551147052.180401,6,2,0.03
1551147053.1660557,7,1,0.03
1551147054.148263,5,2,0.03
1551147055.132633,6,2,0.03
1551147056.226412,5,1,0.03
1551147057.2132952,6,2,0.03
1551147058.1976306,6,2,0.03
1551147059.182007,6,1,0.03
1551147060.1664243,9,2,0.03
1551147061.2601352,4,2,0.04
1551147062.2445521,6,1,0.04
1551147063.2288878,6,2,0.03
1551147064.2133377,6,1,0.04
1551147065.1977174,6,2,0.04
1551147066.1820905,6,1,0.03
1551147067.2770634,5,2,0.03
1551147068.261422,6,2,0.03
1551147069.2457955,6,1,0.04
1551147070.230192,6,2,0.03
1551147071.214512,6,1,0.03
1551147072.3083231,6,2,0.03
1551147073.292716,4,1,0.04
1551147074.2770166,6,2,0.03
1551147075.2614338,7,2,0.04
1551147076.2458084,6,1,0.03
1551147077.3395636,6,2,0.04
1551147078.323898,8,1,0.04
1551147079.3083096,7,2,0.03
1551147080.2927063,6,2,0.04
1551147081.2770274,5,1,0.03
1551147082.3564694,7,2,0.03
1551147083.340849,6,2,0.04
1551147084.325206,7,1,0.03
1551147085.3095858,6,2,0.03
1551147086.2939618,6,1,0.03
1551147087.3877094,6,2,0.03
1551147088.3866212,6,2,0.03
1551147089.3709989,7,1,0.03
1551147090.3553386,6,2,0.03
1551147091.3397493,6,1,0.03
1551147092.3241062,5,2,0.03
1551147093.417846,6,1,0.03
1551147094.4022167,6,2,0.03
1551147095.3866355,5,2,0.03
1551147096.3629098,6,1,0.03
1551147097.3410277,6,2,0.04
1551147098.4348145,7,1,0.04
1551147099.4191942,7,2,0.04
1551147100.4035835,6,2,0.04
1551147101.3879092,4,1,0.03
1551147102.372326,6,2,0.03
1551147103.4661117,6,1,0.04
1551147104.4504132,6,2,0.03
1551147105.4348416,5,2,0.04
1551147106.4191658,6,1,0.03
1551147107.4048402,7,2,0.03
1551147108.498671,6,2,0.03
1551147109.4830205,5,1,0.04
1551147110.4673798,4,2,0.04
1551147111.4517767,6,1,0.04
1551147112.4361532,6,2,0.03
1551147113.420474,6,2,0.03
1551147114.5142264,6,1,0.04
1551147115.4986393,5,2,0.04
1551147116.4830174,6,2,0.03
1551147117.4674294,6,1,0.03
1551147118.4515667,6,2,0.03
1551147119.4488978,7,2,0.04
1551147120.5304086,6,1,0.03
1551147121.5148237,3,1,0.04
1551147122.511099,9,1,0.03
1551147123.4954767,0,0,0.04
1551147124.479836,0,0,0.06
1551147125.5735528,0,0,0.06
1551147126.558005,0,0,0.14
1551147127.527963,0,0,0.22
1551147128.5194898,0,0,0.31
1551147129.5038304,0,0,0.34
1551147130.5976183,0,0,0.34
1551147131.5820124,0,0,0.31
1551147132.5663347,0,0,0.24
1551147133.550747,0,0,0.25
1551147134.5350878,0,0,0.24
1551147135.628878,8,0,0.22
1551147136.6132534,4,0,0.23
1551147137.598941,0,2,0.23
1551147138.5832808,0,1,0.23
1551147139.5676937,3,2,0.23
1551147140.5520911,8,2,0.23
1551147141.64584,6,1,0.23
1551147142.630162,5,2,0.23
1551147143.6145744,6,1,0.24
1551147144.5989149,5,2,0.24
1551147145.5833273,8,1,0.23
1551147146.6771002,5,2,0.24
1551147147.6614206,5,2,0.23
1551147148.6458292,8,1,0.23
1551147149.6302116,6,2,0.23
1551147150.614586,6,1,0.22
1551147151.7083008,8,2,0.23
1551147152.6940596,4,1,0.23
1551147153.6784005,6,2,0.23
1551147154.6627762,7,1,0.23
1551147155.647168,6,2,0.23
1551147156.631191,4,2,0.23
1551147157.7263613,6,1,0.23
1551147158.7107701,6,2,0.23
1551147159.6951616,5,1,0.23
1551147160.6795602,9,2,0.23
1551147161.6639125,5,1,0.23
1551147162.748322,6,2,0.24
1551147163.7327342,5,2,0.23
1551147164.71711,5,1,0.23
1551147165.701451,5,2,0.24
1551147166.6858854,6,1,0.23
1551147167.7900226,6,2,0.24
1551147168.7744553,6,2,0.23
1551147169.7588162,5,1,0.23
1551147170.7431624,9,2,0.23
1551147171.727568,5,1,0.23
1551147172.7119052,6,2,0.23
1551147173.805712,2,1,0.23
1551147174.7900338,9,2,0.23
1551147175.7744453,4,2,0.24
1551147176.758786,17,1,0.23
1551147177.7432292,3,2,0.23
1551147178.836914,5,1,0.23
1551147179.8213673,5,2,0.23
1551147180.805722,5,1,0.23
1551147181.7900434,5,1,0.23
1551147182.7758124,7,1,0.23
1551147183.869566,5,1,0.23
1551147184.853954,5,0,0.23
1551147185.8383374,5,0,0.23
1551147186.822657,5,0,0.23
1551147187.8070714,8,0,0.23
1551147188.7914088,6,0,0.23
1551147189.872391,4,0,0.23
1551147190.856773,5,0,0.23
1551147191.8410935,4,0,0.23
1551147192.8388958,7,0,0.23
1551147193.8233078,5,0,0.23
1551147194.9170742,6,0,0.23
1551147195.9014342,4,0,0.23
1551147196.8858304,6,0,0.23
1551147197.8701875,7,0,0.23
1551147198.8545816,5,0,0.23
1551147199.9483185,4,0,0.23
1551147200.9326572,6,0,0.23
1551147201.9170842,5,0,0.23
1551147202.901411,5,0,0.23
1551147203.8858416,5,0,0.24
1551147204.979594,9,0,0.24
1551147205.9639707,5,0,0.23
1551147206.9482913,5,0,0.23
1551147207.9185061,6,0,0.23
1551147208.9028294,5,0,0.23
1551147209.9966173,4,0,0.23
1551147210.9809582,5,0,0.23
1551147211.965334,5,0,0.23
1551147212.9497106,4,0,0.23
1551147213.9340863,5,0,0.24
1551147215.0278733,6,0,0.23
1551147216.0122561,5,0,0.23
1551147216.9966452,5,0,0.23
1551147217.9810214,6,0,0.23
1551147218.9653986,6,0,0.23
1551147219.9497554,5,0,0.23
1551147221.043509,6,0,0.23
1551147222.0278988,6,0,0.23
1551147223.0135798,5,0,0.23
1551147223.9999075,6,0,0.23
1551147224.9842088,6,0,0.23
1551147226.0803487,5,0,0.23
1551147227.06472,3,0,0.23
1551147228.049103,4,0,0.24
1551147229.0334382,6,0,0.23
1551147230.0232422,5,0,0.23
1551147231.0076187,6,0,0.23
1551147232.101425,6,0,0.23
1551147233.0857472,6,0,0.23
1551147234.0701237,4,0,0.23
1551147235.0545404,5,0,0.23
1551147236.038954,2,0,0.23
1551147237.1326287,6,0,0.23
1551147238.1170049,5,0,0.23
1551147239.1014178,6,1,0.24
1551147240.0858095,6,1,0.23
1551147241.0701342,6,2,0.23
1551147242.05451,5,1,0.23
1551147243.1496656,6,1,0.23
1551147244.1339881,3,1,0.23
1551147245.1184433,6,2,0.23
1551147246.102741,6,1,0.23
1551147247.08717,6,1,0.23
1551147248.1809478,5,1,0.23
1551147249.1652827,5,2,0.23
1551147250.1496627,5,1,0.23
1551147251.133998,6,1,0.23
1551147252.1184125,8,1,0.23
1551147253.2135308,6,1,0.23
1551147254.1978676,6,2,0.23
1551147255.1822808,3,1,0.24
1551147256.1666589,5,1,0.23
1551147257.1510339,6,1,0.23
1551147258.138451,6,1,0.23
1551147259.3571541,6,2,0.23
1551147260.2165685,6,1,0.24
1551147261.200939,8,1,0.23
1551147262.1853364,7,1,0.23
1551147263.183048,5,1,0.23
1551147264.1674604,4,1,0.23
1551147265.2611763,5,2,0.23
1551147266.245601,9,1,0.23
1551147267.22998,5,1,0.23
1551147268.2143562,6,1,0.23
1551147269.198733,6,1,0.23
1551147270.292434,6,1,0.24
1551147271.2768629,5,2,0.23
1551147272.261186,6,1,0.23
1551147273.245601,4,1,0.23
1551147274.2299755,4,1,0.23
1551147275.312384,6,1,0.23
1551147276.2967606,4,1,0.23
1551147277.2780547,6,2,0.23
1551147278.262426,7,1,0.23
1551147279.2467892,5,1,0.23
1551147280.3405569,6,1,0.23
1551147281.324879,7,1,0.23
1551147282.3092773,6,1,0.23
1551147283.29367,5,2,0.23
1551147284.2780604,5,1,0.23
1551147285.371798,5,1,0.24
1551147286.3561728,5,1,0.23
1551147287.3405662,5,1,0.23
1551147288.3249261,4,1,0.24
1551147289.3093157,4,1,0.23
1551147290.4030707,8,2,0.23
1551147291.387449,6,1,0.23
1551147292.3821714,6,1,0.23
1551147293.3665466,6,1,0.23
1551147294.3509262,8,1,0.23
1551147295.335285,5,2,0.23
1551147296.4220698,7,1,0.23
1551147297.4167554,5,1,0.23
1551147298.401169,5,1,0.23
1551147299.3855608,6,1,0.23
1551147300.369963,5,2,0.23
1551147301.3542993,6,1,0.23
1551147302.4480524,6,1,0.23
1551147303.4324422,6,1,0.24
1551147304.416819,6,1,0.23
1551147305.4011962,6,2,0.23
1551147306.3855178,6,1,0.23
1551147307.4793243,6,1,0.23
1551147308.4637227,6,1,0.24
1551147309.4480624,5,2,0.23
1551147310.4323995,9,1,0.23
1551147311.4167762,7,1,0.23
1551147312.4962938,7,1,0.23
1551147313.4807222,6,2,0.23
1551147314.465085,6,1,0.23
1551147315.4494839,6,1,0.23
1551147316.4338243,5,1,0.23
1551147317.5275524,9,2,0.23
1551147318.5119848,6,1,0.23
1551147319.4963048,6,1,0.23
1551147320.4807177,5,1,0.23
1551147321.4650939,6,1,0.23
1551147322.558809,6,2,0.23
1551147323.543185,6,1,0.23
1551147324.5592744,6,1,0.23
1551147325.5436165,5,1,0.23
1551147326.52784,6,2,0.23
1551147327.5121644,6,1,0.23
1551147328.4965408,6,1,0.23
1551147329.5903442,5,1,0.23
1551147330.5746691,6,2,0.23
1551147331.5590837,6,1,0.23
1551147332.5448077,6,1,0.23
1551147333.5291817,9,1,0.23
1551147334.6229136,6,2,0.23
1551147335.607339,8,1,0.23
1551147336.591668,6,1,0.23
1551147337.5760658,7,1,0.23
1551147338.5604398,6,2,0.23
1551147339.5448158,5,1,0.23
1551147340.6385121,7,1,0.23
1551147341.6229253,4,1,0.23
1551147342.607265,10,2,0.23
1551147343.591682,6,1,0.23
1551147344.576071,5,1,0.23
1551147345.669835,5,1,0.23
1551147346.654146,7,2,0.23
1551147347.6398456,8,1,0.23
1551147348.6242108,5,1,0.24
1551147349.60864,5,1,0.23
1551147350.7023911,6,2,0.23
1551147351.686768,6,1,0.23
1551147352.6710925,5,1,0.23
1551147353.6555297,6,1,0.23
1551147354.6398458,6,2,0.23
1551147355.6242228,6,1,0.23
1551147356.7180307,6,1,0.23
1551147357.7024052,5,1,0.23
1551147358.6867795,5,2,0.23
1551147359.671103,6,1,0.23
1551147360.65548,6,1,0.23
1551147361.748662,8,2,0.23
1551147362.734351,6,1,0.23
1551147363.724007,5,1,0.23
1551147364.7084236,4,1,0.23
1551147365.6928144,5,2,0.24
1551147366.6771924,6,1,0.23
1551147367.7709303,4,1,0.23
1551147368.7552958,6,2,0.23
1551147369.7396927,5,1,0.23
1551147370.724019,0,1,0.23
1551147371.7084513,0,0,0.23
1551147372.8034167,0,0,0.31
1551147373.7878475,2,0,0.31
1551147374.772209,9,1,0.3
1551147375.7566025,0,1,0.31
1551147376.7409227,21,1,0.31
1551147377.8346746,3,1,0.3
1551147378.8191035,6,2,0.3
1551147379.80348,5,1,0.31
1551147380.787861,5,1,0.3
1551147381.7722404,5,1,0.31
1551147382.7580724,5,2,0.31
1551147383.851862,5,1,0.31
1551147384.8362124,4,1,0.31
1551147385.820578,5,1,0.3
1551147386.804913,9,1,0.31
1551147387.789344,4,2,0.3
1551147388.883097,4,1,0.3
1551147389.8674822,6,1,0.31
1551147390.8518336,4,1,0.3
1551147391.8362088,4,2,0.31
1551147392.8218,1,1,0.31
1551147393.915605,6,1,0.31
1551147394.9000049,6,1,0.3
1551147395.8863752,6,1,0.31
1551147396.8707721,5,1,0.31
1551147397.855093,4,2,0.31
1551147398.8394692,4,1,0.3
1551147399.9332218,3,1,0.31
1551147400.917655,3,1,0.31
1551147401.9019744,5,2,0.31
1551147402.8720565,6,1,0.3
1551147403.9658437,5,1,0.31
1551147404.9501855,5,1,0.3
1551147405.9346187,3,1,0.31
1551147406.9189913,6,1,0.3
1551147407.903314,3,2,0.3
1551147408.8877323,4,1,0.31
1551147409.981442,5,1,0.3
1551147410.9658978,3,1,0.31
1551147411.9502335,8,2,0.3
1551147412.9345722,5,1,0.31
1551147413.9189832,5,1,0.3
1551147415.0127387,6,1,0.31
1551147415.9970763,6,2,0.31
1551147416.9814885,7,1,0.31
1551147417.9658296,6,1,0.3
1551147418.9615371,6,0,0.3
1551147419.9443822,6,0,0.31
1551147421.0381198,7,0,0.31
1551147422.02251,3,0,0.31
1551147423.006812,0,0,0.3
1551147423.9912593,0,0,0.31
1551147424.9756198,4,0,0.31
1551147426.069359,0,0,0.3
1551147427.05066,0,0,0.3
1551147428.031052,6,0,0.31
1551147429.0154293,5,0,0.3
1551147430.0102737,5,0,0.31
1551147431.1039498,5,0,0.31
1551147432.0883257,19,0,0.3
1551147433.0727024,3,0,0.3
1551147434.057135,0,0,0.3
1551147435.041455,0,0,0.3
1551147436.135265,0,0,0.31
1551147437.119623,0,0,0.3
1551147438.1053216,0,0,0.3
